number,carat,cut,color,clarity,depth,table,price,x,y,z,PB 
32381,0.39,Premium,J,VS1,61,62,790,4.71,4.66,2.86,1
32382,0.39,Premium,J,VS1,61.6,59,790,4.71,4.67,2.89,1
32383,0.3,Ideal,D,VS2,62.4,55,790,4.32,4.3,2.69,1
32384,0.3,Ideal,D,VS2,62.3,56,790,4.31,4.29,2.68,1
32385,0.32,Ideal,D,VVS2,61.7,55,790,4.39,4.42,2.72,1
32386,0.32,Ideal,D,VVS2,62.2,56,790,4.37,4.41,2.73,1
32387,0.42,Very Good,F,VS2,60.1,61,790,4.84,4.88,2.92,1
32388,0.32,Very Good,D,VVS2,60.1,58,791,4.41,4.44,2.66,1
32389,0.42,Very Good,I,VS1,60.4,60,791,4.82,4.88,2.93,1
32390,0.4,Very Good,E,VS2,63.8,55,791,4.66,4.71,2.99,1
32391,0.4,Very Good,E,VS2,60.4,63,791,4.68,4.72,2.84,1
32392,0.4,Very Good,E,VS2,63,58,791,4.7,4.73,2.97,1
32393,0.4,Very Good,G,VS1,60.8,59,791,4.75,4.83,2.91,1
32394,0.31,Ideal,E,VVS2,61.6,55,791,4.37,4.4,2.7,1
32395,0.31,Ideal,E,VVS2,61.4,57,791,4.37,4.39,2.69,1
32396,0.31,Ideal,E,VVS2,62.4,53,791,4.33,4.35,2.71,1
32397,0.31,Ideal,E,VVS2,61.3,55,791,4.35,4.39,2.68,1
32398,0.31,Ideal,E,VVS2,62,54,791,4.36,4.41,2.72,1
32399,0.31,Ideal,E,VVS2,62,54,791,4.38,4.4,2.72,1
32400,0.38,Ideal,I,VVS1,61.6,56,791,4.68,4.71,2.89,1
32401,0.37,Premium,F,SI1,62.4,59,791,4.6,4.56,2.86,1
32402,0.37,Premium,F,SI1,60.3,58,791,4.66,4.62,2.8,1
32403,0.37,Premium,F,SI1,62.5,58,791,4.57,4.52,2.84,1
32404,0.37,Premium,F,SI1,61.6,59,791,4.67,4.62,2.86,1
32405,0.37,Premium,F,SI1,62.3,59,791,4.61,4.57,2.86,1
32406,0.37,Premium,F,SI1,61.5,59,791,4.62,4.59,2.83,1
32407,0.37,Ideal,F,SI1,62.4,54,791,4.63,4.6,2.88,1
32408,0.41,Ideal,D,SI1,62.6,57,791,4.74,4.78,2.98,1
32409,0.41,Ideal,D,SI1,62.7,56,791,4.73,4.78,2.98,1
32410,0.41,Premium,D,SI1,62.1,59,791,4.74,4.76,2.95,1
32411,0.41,Ideal,D,SI1,62.3,55,791,4.77,4.79,2.98,1
32412,0.41,Ideal,D,SI1,60.3,57,791,4.82,4.86,2.92,1
32413,0.41,Ideal,D,SI1,61.7,54,791,4.78,4.79,2.95,1
32414,0.41,Good,D,SI1,63.1,59,791,4.7,4.71,2.97,1
32415,0.41,Ideal,D,SI1,61.6,55,791,4.78,4.8,2.95,1
32416,0.41,Ideal,D,SI1,61.4,56,791,4.77,4.8,2.94,1
32417,0.41,Premium,D,SI1,61,59,791,4.76,4.78,2.91,1
32418,0.41,Ideal,D,SI1,62.2,57,791,4.7,4.76,2.94,1
32419,0.41,Very Good,D,SI1,62.9,58,791,4.7,4.75,2.97,1
32420,0.41,Ideal,D,SI1,61,57,791,4.78,4.8,2.92,1
32421,0.41,Premium,D,SI1,61.4,58,791,4.76,4.78,2.93,1
32422,0.41,Ideal,D,SI1,60.8,57,791,4.8,4.84,2.93,1
32423,0.41,Premium,D,SI1,59.6,59,791,4.82,4.85,2.88,1
32424,0.41,Premium,D,SI1,60.5,60,791,4.77,4.81,2.9,1
32425,0.32,Very Good,E,VS1,61.1,59.8,792,4.43,4.45,2.71,1
32426,0.35,Very Good,D,VS1,63.9,55,792,4.49,4.53,2.88,1
32427,0.4,Ideal,G,VS2,62.5,54,792,4.72,4.75,2.96,1
32428,0.4,Ideal,G,VS2,62.3,54,792,4.73,4.77,2.96,1
32429,0.4,Ideal,G,VS2,62.4,54,792,4.74,4.75,2.96,1
32430,0.33,Ideal,E,VS2,61.7,55,792,4.45,4.47,2.75,1
32431,0.4,Ideal,H,VS1,61.2,55,792,4.75,4.79,2.92,1
32432,0.33,Ideal,E,VS2,62.5,55,792,4.46,4.41,2.77,1
32433,0.41,Premium,D,VS2,62.6,59,792,4.74,4.75,2.97,1
32434,0.43,Ideal,F,SI1,61.8,56,792,4.84,4.87,3,1
32435,0.43,Ideal,E,SI1,61.5,56,792,4.85,4.9,3,1
32436,0.43,Premium,E,SI1,60.2,60,792,4.89,4.94,2.96,1
32437,0.43,Ideal,F,SI1,61.7,54,792,4.86,4.9,3.01,1
32438,0.43,Ideal,F,SI1,61.6,57,792,4.8,4.85,2.97,1
32439,0.43,Very Good,F,SI1,62.4,56,792,4.81,4.84,3.01,1
32440,0.43,Premium,F,SI1,60.5,60,792,4.84,4.88,2.94,1
32441,0.43,Very Good,F,SI1,62.9,59,792,4.79,4.84,3.03,1
32442,0.43,Premium,F,SI1,62.6,58,792,4.77,4.81,3,1
32443,0.43,Very Good,F,SI1,62.4,57,792,4.79,4.82,3,1
32444,0.43,Premium,F,SI1,61.3,60,792,4.83,4.86,2.97,1
32445,0.43,Very Good,F,SI1,62.9,60,792,4.77,4.8,3.01,1
32446,0.43,Very Good,H,VS2,61.9,55,792,4.8,4.95,3.02,1
32447,0.43,Very Good,F,SI1,62.5,56,792,4.82,4.85,3.02,1
32448,0.43,Very Good,E,SI1,62.9,56,792,4.8,4.83,3.03,1
32449,0.43,Very Good,F,SI1,61.6,59,792,4.83,4.87,2.99,1
32450,0.43,Ideal,E,SI1,62.3,57,792,4.78,4.82,2.99,1
32451,0.43,Very Good,E,SI1,62.4,56,792,4.79,4.83,3,1
32452,0.39,Very Good,E,VS2,60.9,58,793,4.72,4.77,2.89,1
32453,0.32,Premium,F,VVS2,61.8,59,793,4.42,4.38,2.72,1
32454,0.36,Very Good,D,VS1,62.8,55,793,4.52,4.55,2.85,1
32455,0.4,Premium,H,VS1,61.8,59.2,793,4.72,4.74,2.92,1
32456,0.4,Premium,H,VS1,62.7,58.5,793,4.7,4.74,2.96,1
32457,0.39,Very Good,E,VS2,62.7,59,794,4.64,4.68,2.92,1
32458,0.39,Ideal,H,VVS2,62,55,794,4.68,4.7,2.91,1
32459,0.38,Ideal,H,VVS2,61.6,56,794,4.67,4.72,2.89,1
32460,0.36,Ideal,G,VVS2,61.5,55,794,4.58,4.62,2.83,1
32461,0.36,Ideal,G,VVS2,61.8,54,794,4.59,4.61,2.84,1
32462,0.36,Ideal,G,VVS2,61.7,54,794,4.59,4.62,2.84,1
32463,0.36,Ideal,H,VVS1,61.5,56,794,4.57,4.6,2.82,1
32464,0.36,Ideal,H,VVS1,61.8,56,794,4.6,4.63,2.85,1
32465,0.38,Ideal,G,VS1,61.5,57,794,4.66,4.71,2.88,1
32466,0.3,Ideal,G,IF,62.6,56,794,4.29,4.32,2.69,1
32467,0.36,Ideal,D,SI1,60.6,56,794,4.63,4.58,2.79,1
32468,0.36,Very Good,D,SI1,63.2,56,794,4.56,4.52,2.87,1
32469,0.36,Ideal,D,SI1,62.8,57,794,4.54,4.51,2.84,1
32470,0.45,Fair,F,SI1,66.8,59,794,4.79,4.63,3.16,1
32471,0.45,Fair,F,SI1,57.9,66,794,5.08,4.98,2.91,1
32472,0.37,Premium,D,VS2,60.5,59,794,4.66,4.69,2.83,1
32473,0.33,Very Good,G,VVS1,61.2,57,795,4.47,4.5,2.74,1
32474,0.33,Very Good,G,VVS1,61.2,57,795,4.4,4.44,2.71,1
32475,0.33,Very Good,G,VVS1,61.8,55,795,4.44,4.48,2.76,1
32476,0.44,Very Good,I,VS2,62.5,57,795,4.85,4.88,3.04,1
32477,0.34,Very Good,F,VS1,61.1,60,795,4.46,4.51,2.74,1
32478,0.33,Very Good,H,IF,61.7,55,795,4.45,4.48,2.75,1
32479,0.35,Ideal,F,VVS2,61.6,58,795,4.5,4.53,2.78,1
32480,0.35,Ideal,F,VVS2,61.9,54,795,4.55,4.59,2.83,1
32481,0.3,Ideal,E,VS2,61.8,55,795,4.34,4.36,2.69,1
32482,0.3,Ideal,E,VS2,61.4,56,795,4.32,4.34,2.66,1
32483,0.3,Ideal,G,VS1,61.8,56,795,4.32,4.35,2.68,1
32484,0.3,Ideal,F,VS1,61.8,55,795,4.32,4.36,2.68,1
32485,0.43,Ideal,G,SI1,61.8,55,795,4.85,4.89,3.01,1
32486,0.43,Ideal,G,SI1,62,55,795,4.84,4.87,3.01,1
32487,0.41,Premium,D,SI2,59.9,60,795,4.8,4.78,2.87,1
32488,0.4,Very Good,G,SI1,62.6,55.3,795,4.69,4.71,2.93,1
32489,0.32,Ideal,G,VVS1,62.3,56,796,4.38,4.41,2.73,1
32490,0.32,Ideal,G,VVS1,61.4,57,796,4.4,4.44,2.71,1
32491,0.32,Ideal,G,VVS1,61.1,55,796,4.46,4.48,2.73,1
32492,0.38,Ideal,F,VS2,62,54,796,4.64,4.69,2.89,1
32493,0.39,Ideal,E,VS2,61.4,56,796,4.68,4.74,2.89,1
32494,0.32,Ideal,H,IF,61.6,56,796,4.4,4.43,2.72,1
32495,0.27,Ideal,F,IF,61.8,55,796,4.16,4.19,2.58,1
32496,0.3,Good,F,IF,58.8,61,796,4.35,4.39,2.57,1
32497,0.3,Premium,H,VVS1,60.7,58,796,4.38,4.35,2.65,1
32498,0.43,Premium,D,SI1,62.4,60,796,4.79,4.82,3,1
32499,0.41,Very Good,J,VS1,63.2,59,797,4.7,4.67,2.96,1
32500,0.33,Premium,G,VS1,60.3,58,797,4.52,4.5,2.72,1
32501,0.33,Premium,G,VS1,61.6,57,797,4.51,4.42,2.75,1
32502,0.32,Very Good,F,VS1,60,62,798,4.44,4.49,2.68,1
32503,0.4,Very Good,F,SI1,63.3,57,798,4.68,4.73,2.98,1
32504,0.42,Very Good,G,SI1,61.9,55,798,4.78,4.88,2.99,1
32505,0.31,Ideal,G,VVS1,60.5,57,798,4.39,4.43,2.67,1
32506,0.37,Ideal,G,VS1,60.9,57,798,4.65,4.68,2.84,1
32507,0.4,Fair,G,VS1,57.1,64,798,4.88,4.9,2.79,1
32508,0.4,Very Good,E,SI2,63.1,57,798,4.72,4.7,2.97,1
32509,0.4,Premium,E,SI2,58.7,59,798,4.82,4.78,2.82,1
32510,0.4,Good,E,SI2,64.2,57,798,4.7,4.68,3.01,1
32511,0.4,Very Good,E,SI2,63.5,56,798,4.71,4.68,2.98,1
32512,0.4,Good,E,SI2,63.9,57,798,4.71,4.65,2.99,1
32513,0.4,Ideal,D,SI2,61.3,56,798,4.77,4.72,2.91,1
32514,0.4,Very Good,D,SI2,63.1,57,798,4.75,4.72,2.99,1
32515,0.4,Good,D,SI2,63.8,54,798,4.73,4.7,3.01,1
32516,0.4,Premium,D,SI2,63,59,798,4.69,4.64,2.94,1
32517,0.4,Good,D,SI2,63.9,53,798,4.71,4.68,3,1
32518,0.4,Very Good,D,SI2,63.1,56,798,4.67,4.65,2.94,1
32519,0.4,Very Good,D,SI2,63.4,59,798,4.7,4.67,2.97,1
32520,0.35,Ideal,G,VVS2,61,57,798,4.54,4.58,2.78,1
32521,0.35,Premium,H,VVS1,59.9,59,798,4.57,4.61,2.75,1
32522,0.35,Ideal,H,VVS1,61.5,57,798,4.53,4.54,2.79,1
32523,0.35,Very Good,G,VVS2,62.4,56,798,4.47,4.53,2.81,1
32524,0.35,Ideal,G,VVS2,62.1,56,798,4.47,4.51,2.79,1
32525,0.42,Ideal,G,VVS2,62,56,798,4.79,4.83,2.98,1
32526,0.35,Ideal,H,VVS1,62.3,55,798,4.51,4.55,2.82,1
32527,0.35,Very Good,H,VVS1,62.6,57,798,4.45,4.47,2.79,1
32528,0.35,Premium,H,VVS1,60.6,60,798,4.51,4.57,2.75,1
32529,0.35,Premium,H,VVS1,61.2,60,798,4.51,4.54,2.77,1
32530,0.35,Very Good,G,VVS2,62.8,58,798,4.44,4.48,2.8,1
32531,0.35,Very Good,G,VVS2,62.2,58,798,4.49,4.54,2.81,1
32532,0.35,Very Good,H,VVS1,61.2,60,798,4.5,4.55,2.77,1
32533,0.35,Ideal,H,VVS1,61.7,56,798,4.53,4.55,2.8,1
32534,0.35,Premium,H,VVS1,62.1,58,798,4.46,4.52,2.79,1
32535,0.39,Very Good,G,VS1,62.7,58,798,4.63,4.69,2.92,1
32536,0.42,Ideal,G,SI1,62,54,799,4.85,4.82,3,1
32537,0.27,Premium,E,VVS2,59,59,799,4.27,4.24,2.51,1
32538,0.27,Ideal,E,VVS2,62.2,55,799,4.17,4.12,2.58,1
32539,0.27,Ideal,E,VVS2,62.1,57,799,4.15,4.13,2.57,1
32540,0.27,Premium,E,VVS1,60.6,58,799,4.2,4.18,2.54,1
32541,0.27,Ideal,E,VVS2,61.8,57,799,4.16,4.12,2.56,1
32542,0.27,Ideal,E,VVS2,63,56,799,4.14,4.12,2.6,1
32543,0.27,Ideal,E,VVS2,62,55,799,4.14,4.12,2.56,1
32544,0.27,Ideal,E,VVS2,62.5,57,799,4.13,4.1,2.57,1
32545,0.27,Ideal,E,VVS1,62.3,56,799,4.17,4.15,2.59,1
32546,0.27,Ideal,D,VVS2,62.6,56,799,4.15,4.13,2.59,1
32547,0.27,Ideal,D,VVS1,61.9,57,799,4.18,4.15,2.58,1
32548,0.27,Premium,D,VVS2,62.2,59,799,4.12,4.08,2.55,1
32549,0.27,Ideal,D,VVS2,62.3,57,799,4.15,4.13,2.58,1
32550,0.27,Ideal,D,VVS1,62.2,56,799,4.15,4.12,2.57,1
32551,0.3,Fair,E,VS1,64.5,56,799,4.26,4.2,2.73,1
32552,0.3,Premium,F,VS1,59.8,60,799,4.39,4.31,2.6,1
32553,0.3,Ideal,G,IF,62.4,55,799,4.3,4.32,2.69,1
32554,0.41,Very Good,G,VS2,61.4,57,800,4.76,4.81,2.94,1
32555,0.32,Ideal,F,VVS2,62.1,55,800,4.37,4.39,2.72,1
32556,0.32,Ideal,F,VVS2,61.2,57,800,4.42,4.44,2.71,1
32557,0.32,Ideal,F,VVS2,60.9,56,800,4.44,4.46,2.71,1
32558,0.32,Ideal,F,VVS2,61.2,55,800,4.43,4.46,2.72,1
32559,0.38,Ideal,I,VVS1,62.4,54.8,800,4.64,4.66,2.9,1
32560,0.4,Ideal,H,VS2,61.6,57,800,4.71,4.74,2.91,1
32561,0.36,Ideal,D,VS2,61.8,55,800,4.58,4.61,2.84,1
32562,0.31,Ideal,E,VS1,62,55,800,4.35,4.38,2.7,1
32563,0.31,Ideal,E,VS1,61.7,53,800,4.36,4.39,2.7,1
32564,0.31,Ideal,E,VS1,61.3,55,800,4.4,4.43,2.7,1
32565,0.43,Ideal,G,SI2,61.1,55,800,4.92,4.9,3,1
32566,0.38,Ideal,F,VS2,62,56,800,4.63,4.66,2.88,1
32567,0.38,Very Good,F,VS2,60.9,56,800,4.67,4.72,2.86,1
32568,0.38,Premium,F,VS2,60.5,59,800,4.67,4.72,2.84,1
32569,0.38,Ideal,G,VS1,62.5,56,800,4.64,4.58,2.88,1
32570,0.38,Very Good,F,VS2,61.9,59,800,4.61,4.66,2.87,1
32571,0.38,Ideal,F,VS2,62.1,57,800,4.61,4.67,2.88,1
32572,0.38,Very Good,F,VS2,62.8,57,800,4.58,4.62,2.89,1
32573,0.4,Premium,E,VS1,61.5,58,800,4.73,4.76,2.92,1
32574,0.38,Ideal,F,VS2,62.2,57,800,4.6,4.63,2.87,1
32575,0.33,Very Good,F,VVS2,61.6,57,801,4.44,4.46,2.74,1
32576,0.33,Very Good,F,VVS2,61.2,55,801,4.45,4.47,2.73,1
32577,0.41,Very Good,F,SI1,62.4,60,801,4.73,4.75,2.96,1
32578,0.41,Ideal,G,VS2,60.7,56,801,4.77,4.82,2.91,1
32579,0.36,Ideal,E,VS2,61.5,56.2,801,4.56,4.6,2.82,1
32580,0.36,Ideal,D,SI1,61.6,56,801,4.59,4.6,2.83,1
32581,0.32,Good,E,VVS1,59.4,61,801,4.45,4.48,2.65,1
32582,0.32,Good,E,VS2,58.8,63,801,4.48,4.54,2.65,1
32583,0.31,Premium,F,VVS1,59.7,59,801,4.45,4.49,2.67,1
32584,0.31,Ideal,F,VVS1,61.9,55,801,4.37,4.42,2.72,1
32585,0.31,Ideal,G,IF,62,54,801,4.35,4.39,2.71,1
32586,0.31,Ideal,E,VVS1,62.4,56,801,4.35,4.37,2.72,1
32587,0.33,Ideal,E,VVS2,61.4,55,802,4.46,4.5,2.75,1
32588,0.33,Ideal,E,VVS2,61,57,802,4.46,4.49,2.73,1
32589,0.3,Ideal,D,VVS2,59.4,60,802,4.39,4.47,2.63,1
32590,0.33,Ideal,G,VVS1,61.8,59,802,4.45,4.48,2.76,1
32591,0.33,Ideal,G,VVS1,60.4,58,802,4.5,4.51,2.72,1
32592,0.32,Ideal,G,VVS1,62.1,54,802,4.4,4.43,2.74,1
32593,0.3,Ideal,F,VVS1,61.8,54,802,4.33,4.37,2.69,1
32594,0.3,Ideal,F,VVS1,62,55,802,4.3,4.34,2.68,1
32595,0.3,Ideal,F,VVS1,62.4,54,802,4.31,4.35,2.7,1
32596,0.3,Ideal,F,VVS1,61.2,55,802,4.33,4.36,2.66,1
32597,0.3,Ideal,F,VVS1,62.1,55,802,4.31,4.35,2.69,1
32598,0.3,Ideal,F,VVS1,61.9,56,802,4.29,4.33,2.67,1
32599,0.3,Ideal,F,VVS1,58,60,802,4.34,4.37,2.64,1
32600,0.34,Ideal,D,VS2,61.9,55,802,4.49,4.52,2.79,1
32601,0.39,Ideal,G,VS1,61.8,55,802,4.72,4.76,2.93,1
32602,0.31,Premium,F,VS2,61.2,58,802,4.37,4.35,2.67,1
32603,0.31,Ideal,F,VS2,62.1,57,802,4.36,4.34,2.7,1
32604,0.31,Premium,F,VS2,59.7,60,802,4.42,4.39,2.63,1
32605,0.31,Premium,F,VS2,59,59,802,4.47,4.44,2.63,1
32606,0.31,Ideal,G,VS1,61.3,56,802,4.38,4.36,2.68,1
32607,0.31,Premium,H,VVS2,61.2,60,802,4.39,4.37,2.68,1
32608,0.31,Ideal,H,VVS2,61.5,56,802,4.37,4.35,2.68,1
32609,0.31,Premium,H,VVS2,61.4,59,802,4.38,4.35,2.68,1
32610,0.31,Ideal,H,VVS2,62.3,55,802,4.37,4.36,2.72,1
32611,0.26,Ideal,G,VS1,61.4,56,456,4.12,4.16,2.54,1
32612,0.32,Ideal,E,SI2,61.3,56,456,4.42,4.45,2.72,1
32613,0.33,Ideal,I,SI1,62,53.5,456,4.46,4.5,2.78,1
32614,0.3,Good,G,VS2,63.5,58,456,4.24,4.29,2.71,1
32615,0.25,Very Good,G,VVS1,59.4,63,457,4.07,4.11,2.43,1
32616,0.34,Very Good,I,VS2,61.6,56,457,4.47,4.51,2.76,1
32617,0.3,Very Good,H,VS2,62.6,57,457,4.25,4.28,2.67,1
32618,0.3,Ideal,H,VS2,62.1,55,457,4.3,4.33,2.68,1
32619,0.3,Ideal,H,VS2,62,57,457,4.27,4.31,2.66,1
32620,0.3,Ideal,I,VS1,62.3,55,457,4.3,4.34,2.69,1
32621,0.3,Ideal,I,VS1,62.5,54,457,4.3,4.34,2.7,1
32622,0.3,Ideal,I,VS1,62,57,457,4.26,4.29,2.65,1
32623,0.31,Ideal,H,SI1,61.5,56.5,457,4.34,4.36,2.67,1
32624,0.31,Good,I,VS1,63.9,55,457,4.28,4.3,2.74,1
32625,0.31,Very Good,H,VS2,58.9,61,457,4.43,4.46,2.62,1
32626,0.23,Very Good,E,VVS2,61.4,55,458,3.92,3.99,2.43,1
32627,0.23,Very Good,D,VVS2,62.4,53,458,3.94,3.95,2.46,1
32628,0.23,Very Good,D,VVS1,59.7,58,458,3.97,4.04,2.39,1
32629,0.28,Very Good,D,VS1,60.5,58,458,4.23,4.26,2.57,1
32630,0.23,Good,F,VVS1,58.1,52,458,4.03,4.1,2.36,1
32631,0.23,Good,E,VVS1,60.6,65,458,3.95,3.97,2.4,1
32632,0.28,Good,E,VS1,63.1,55,458,4.15,4.18,2.63,1
32633,0.31,Very Good,F,SI1,58.8,59,459,4.44,4.5,2.63,1
32634,0.27,Ideal,I,VVS2,62.1,55,459,4.17,4.2,2.6,1
32635,0.36,Ideal,J,VS2,61.5,55,459,4.6,4.63,2.84,1
32636,0.27,Ideal,G,VS2,61.4,55,459,4.19,4.21,2.58,1
32637,0.25,Ideal,G,VS2,61.4,57,459,4.08,4.1,2.51,1
32638,0.25,Ideal,G,VS2,61.8,58,459,4.04,4.08,2.51,1
32639,0.32,Ideal,G,SI2,61.6,56,459,4.4,4.43,2.72,1
32640,0.34,Very Good,I,SI1,60.4,56,459,4.54,4.56,2.75,1
32641,0.31,Ideal,H,VVS2,62.2,55,802,4.36,4.35,2.71,1
32642,0.31,Ideal,H,VVS2,62.5,55,802,4.37,4.34,2.72,1
32643,0.31,Premium,H,VVS2,60.6,60,802,4.38,4.34,2.64,1
32644,0.31,Premium,H,VVS2,61.2,59,802,4.38,4.34,2.67,1
32645,0.31,Ideal,H,VVS2,62.4,56,802,4.38,4.34,2.72,1
32646,0.31,Premium,H,VVS2,61.9,58,802,4.36,4.33,2.69,1
32647,0.31,Ideal,H,VVS2,61.8,56,802,4.36,4.34,2.69,1
32648,0.31,Ideal,H,VVS2,61.1,56,802,4.37,4.33,2.66,1
32649,0.31,Ideal,H,VVS2,62.6,56,802,4.37,4.32,2.72,1
32650,0.31,Premium,H,VVS2,61.4,58,802,4.37,4.32,2.67,1
32651,0.31,Ideal,H,VVS2,62.4,57,802,4.36,4.32,2.71,1
32652,0.31,Ideal,H,VVS2,62.4,57,802,4.36,4.32,2.71,1
32653,0.31,Ideal,H,VVS2,62.2,57,802,4.36,4.32,2.7,1
32654,0.31,Premium,H,VVS2,61.4,58,802,4.35,4.32,2.66,1
32655,0.31,Premium,H,VVS2,62.3,60,802,4.36,4.31,2.7,1
32656,0.31,Premium,H,VVS2,62.4,59,802,4.35,4.31,2.7,1
32657,0.31,Good,H,VVS2,63.7,55,802,4.32,4.28,2.74,1
32658,0.31,Good,H,VVS2,63.6,56,802,4.33,4.28,2.74,1
32659,0.31,Very Good,H,VVS2,63.4,56,802,4.32,4.29,2.73,1
32660,0.31,Premium,H,VVS2,62.6,60,802,4.33,4.29,2.7,1
32661,0.31,Ideal,H,VVS2,62.8,57,802,4.33,4.3,2.71,1
32662,0.31,Premium,H,VVS2,61.9,58,802,4.33,4.3,2.67,1
32663,0.31,Premium,H,VVS2,62.4,58,802,4.31,4.28,2.68,1
32664,0.31,Premium,H,VVS2,62.6,58,802,4.31,4.28,2.69,1
32665,0.31,Premium,G,VS1,59.5,59,802,4.47,4.4,2.64,1
32666,0.31,Ideal,G,VS1,61.5,56,802,4.43,4.39,2.71,1
32667,0.31,Ideal,G,VS1,61,55,802,4.43,4.39,2.69,1
32668,0.31,Premium,G,VS1,61.2,60,802,4.39,4.37,2.68,1
32669,0.31,Ideal,G,VS1,61.4,56,802,4.37,4.36,2.68,1
32670,0.31,Premium,G,VS1,59.6,61,802,4.38,4.35,2.6,1
32671,0.31,Premium,G,VS1,61.2,59,802,4.37,4.35,2.67,1
32672,0.31,Ideal,G,VS1,62.4,55,802,4.35,4.33,2.71,1
32673,0.31,Ideal,G,VS1,62.1,55,802,4.36,4.33,2.7,1
32674,0.31,Ideal,G,VS1,62.1,55,802,4.37,4.33,2.7,1
32675,0.31,Ideal,G,VS1,62.5,57,802,4.37,4.34,2.72,1
32676,0.31,Premium,G,VS1,62.4,59,802,4.34,4.32,2.7,1
32677,0.31,Premium,G,VS1,61.8,59,802,4.35,4.32,2.68,1
32678,0.31,Premium,G,VS1,62.2,56,802,4.36,4.32,2.7,1
32679,0.31,Premium,G,VS1,60.8,61,802,4.35,4.33,2.64,1
32680,0.31,Premium,G,VS1,62.1,58,802,4.35,4.31,2.69,1
32681,0.31,Premium,G,VS1,62.1,58,802,4.36,4.31,2.69,1
32682,0.31,Premium,G,VS1,61.2,60,802,4.33,4.3,2.64,1
32683,0.31,Premium,G,VS1,62.9,58,802,4.35,4.3,2.72,1
32684,0.31,Premium,G,VS1,62.4,58,802,4.34,4.31,2.7,1
32685,0.31,Ideal,G,VS1,62.9,57,802,4.32,4.3,2.71,1
32686,0.31,Premium,G,VS1,63,57,802,4.32,4.28,2.71,1
32687,0.31,Very Good,G,VS1,63.2,57,802,4.33,4.28,2.72,1
32688,0.31,Very Good,G,VS1,63.2,56,802,4.32,4.29,2.72,1
32689,0.31,Very Good,G,VS1,63.3,56,802,4.33,4.29,2.73,1
32690,0.31,Good,G,VS1,63.8,57,802,4.33,4.29,2.75,1
32691,0.31,Very Good,G,VS1,63.1,59,802,4.29,4.27,2.7,1
32692,0.31,Premium,G,VS1,62.8,58,802,4.3,4.27,2.69,1
32693,0.31,Good,G,VS1,63.7,56,802,4.3,4.27,2.73,1
32694,0.31,Very Good,G,VS1,63.2,56,802,4.29,4.28,2.71,1
32695,0.31,Premium,F,VS2,61.4,58,802,4.4,4.36,2.69,1
32696,0.31,Ideal,F,VS2,60.8,56,802,4.41,4.38,2.67,1
32697,0.31,Premium,F,VS2,59.3,60,802,4.41,4.39,2.61,1
32698,0.31,Premium,F,VS2,61.6,58,802,4.38,4.35,2.69,1
32699,0.31,Ideal,F,VS2,61.9,54,802,4.38,4.35,2.7,1
32700,0.31,Ideal,F,VS2,62.3,55,802,4.38,4.35,2.72,1
32701,0.31,Ideal,F,VS2,62,56,802,4.39,4.35,2.71,1
32702,0.31,Ideal,F,VS2,61.6,55,802,4.37,4.36,2.69,1
32703,0.31,Ideal,F,VS2,60.8,57,802,4.39,4.36,2.66,1
32704,0.31,Ideal,F,VS2,62.1,53,802,4.39,4.34,2.71,1
32705,0.31,Premium,F,VS2,61.5,56,802,4.41,4.34,2.69,1
32706,0.31,Premium,F,VS2,60.8,60,802,4.37,4.34,2.65,1
32707,0.31,Ideal,F,VS2,61.5,56,802,4.37,4.34,2.68,1
32708,0.31,Premium,F,VS2,61.7,58,802,4.38,4.34,2.69,1
32709,0.31,Premium,F,VS2,62.3,60,802,4.35,4.32,2.7,1
32710,0.31,Ideal,F,VS2,61.8,56,802,4.37,4.33,2.69,1
32711,0.31,Ideal,F,VS2,62.3,55,802,4.37,4.33,2.71,1
32712,0.31,Ideal,F,VS2,62.8,57,802,4.36,4.34,2.73,1
32713,0.31,Very Good,F,VS2,63.4,56,802,4.34,4.31,2.74,1
32714,0.31,Ideal,F,VS2,61.9,55,802,4.35,4.31,2.68,1
32715,0.31,Premium,F,VS2,62,58,802,4.37,4.31,2.69,1
32716,0.31,Premium,F,VS2,61.4,55,802,4.34,4.32,2.66,1
32717,0.31,Premium,F,VS2,61.4,62,802,4.34,4.32,2.66,1
32718,0.31,Premium,F,VS2,61.3,59,802,4.34,4.31,2.65,1
32719,0.31,Ideal,F,VS2,62.4,56,802,4.34,4.31,2.7,1
32720,0.31,Premium,F,VS2,62.4,58,802,4.34,4.31,2.7,1
32721,0.31,Ideal,F,VS2,62.3,57,802,4.34,4.3,2.69,1
32722,0.31,Premium,F,VS2,62.7,59,802,4.34,4.3,2.71,1
32723,0.31,Ideal,F,VS2,62.7,57,802,4.34,4.3,2.71,1
32724,0.31,Premium,F,VS2,61.8,59,802,4.33,4.31,2.67,1
32725,0.31,Ideal,F,VS2,62.9,56,802,4.32,4.3,2.71,1
32726,0.31,Ideal,F,VS2,62.3,55,802,4.33,4.3,2.69,1
32727,0.31,Premium,F,VS2,62.3,59,802,4.33,4.3,2.69,1
32728,0.31,Ideal,F,VS2,61.3,57,802,4.34,4.3,2.65,1
32729,0.31,Premium,F,VS2,62,60,802,4.34,4.3,2.68,1
32730,0.31,Ideal,F,VS2,62.6,55,802,4.33,4.29,2.7,1
32731,0.31,Ideal,F,VS2,62.6,57,802,4.33,4.29,2.7,1
